# generated by scripts/make_more_samplesheets.py — data_root=/BiO/scratch/ehojune/GIAB_benchmark
sample,dataset,unit,fastq_1,fastq_2,bytes
HG001,HiSeq300x,Sample_U0a.U0a_CGATGT_L001.001,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L001_R1_001.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L001_R2_001.fastq.gz,1043852094
HG001,HiSeq300x,Sample_U0a.U0a_CGATGT_L001.002,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L001_R1_002.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L001_R2_002.fastq.gz,1045456141
HG001,HiSeq300x,Sample_U0a.U0a_CGATGT_L001.003,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L001_R1_003.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L001_R2_003.fastq.gz,1042605196
HG001,HiSeq300x,Sample_U0a.U0a_CGATGT_L001.004,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L001_R1_004.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L001_R2_004.fastq.gz,1040306641
HG001,HiSeq300x,Sample_U0a.U0a_CGATGT_L001.005,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L001_R1_005.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L001_R2_005.fastq.gz,578491666
HG001,HiSeq300x,Sample_U0a.U0a_CGATGT_L002.001,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L002_R1_001.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L002_R2_001.fastq.gz,1040815698
HG001,HiSeq300x,Sample_U0a.U0a_CGATGT_L002.002,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L002_R1_002.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L002_R2_002.fastq.gz,1047526755
HG001,HiSeq300x,Sample_U0a.U0a_CGATGT_L002.003,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L002_R1_003.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L002_R2_003.fastq.gz,1040629335
HG001,HiSeq300x,Sample_U0a.U0a_CGATGT_L002.004,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L002_R1_004.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L002_R2_004.fastq.gz,1046238464
HG001,HiSeq300x,Sample_U0a.U0a_CGATGT_L002.005,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L002_R1_005.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/NA12878/NIST_NA12878_HG001_HiSeq_300x/131219_D00360_005_BH814YADXX/Project_RM8398/Sample_U0a/U0a_CGATGT_L002_R2_005.fastq.gz,585726112
